09-16 15:00:00.293 23970 23970 E AndroidRuntime: FATAL EXCEPTION: main
09-16 15:00:00.293 23970 23970 E AndroidRuntime: Process: br.com.wanotifkeeper, PID: 23970
09-16 15:00:00.293 23970 23970 E AndroidRuntime: java.lang.IllegalStateException: A migration from 6 to 5 was required but not found. Please provide the necessary Migration path via RoomDatabase.Builder.addMigration(Migration ...) or allow for destructive migrations via one of the RoomDatabase.Builder.fallbackToDestructiveMigration* methods.
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:808)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:804)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1100)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	Suppressed: kotlinx.coroutines.internal.DiagnosticCoroutineContextException: [StandaloneCoroutine{Cancelling}@f587e05, Dispatchers.Main.immediate]
09-18 16:58:09.402   615   615 D io_stats: !@ Write_top(KB): kworker/u32:5:/(27950) 3500 aoapp.musically:top(23882) 2784 system_server:high(1810) 448
09-18 16:58:12.372  1810  3566 D MARs:ActiveTrafficFilter: filter : br.com.wanotifkeeper(0)
09-18 16:58:12.372  1810  3566 D FreecessHandler: skipping freeze br.com.wanotifkeeper(10545) result : 8
09-18 16:58:13.056  1810  2015 D ActivityManager: freezing 14846 com.android.vending:background
09-18 16:58:13.406   615   615 D io_stats: !@ Write_top(KB): aoapp.musically:top(23882) 340 kworker/u32:0:/(23812) 192
09-18 16:58:15.032  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:1
09-18 16:58:15.032  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:15.033  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:4
09-18 16:58:15.033  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:15.075  1810  1843 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:1
09-18 16:58:15.075  1810  1843 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:15.076  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:4
09-18 16:58:15.076  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:15.120  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:1
09-18 16:58:15.120  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:15.121  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:4
09-18 16:58:15.121  1810  1980 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:15.275  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 16:58:15.561  1810  1851 D SGM:GameManager: identifyForegroundApp. com.zhiliaoapp.musically, mCurrentUserId: 0, callerUserId: 0
09-18 16:58:15.561  1810  1851 D SGM:SemGameManager: isForegroundGame(), ret=false
09-18 16:58:17.409   615   615 D io_stats: !@ Write_top(KB): aoapp.musically:top(23882) 948 kworker/u32:5:/(27950) 600 gle.android.gms:high(6059) 20
09-18 16:58:18.395  1810  3566 D FreecessHandler: skipping freeze br.com.wanotifkeeper(10545) result : 2
09-18 16:58:18.635  1810  1841 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:1
09-18 16:58:18.635  1810  1841 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:18.636  1810  1841 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:4
09-18 16:58:18.636  1810  1841 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:18.788  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:18.791  1810  1841 D ActivityManager: sync unfroze 14846 com.android.vending:background for 4
09-18 16:58:20.873  1810  1980 W ProcessStats: Tracking association SourceState{3476c70 com.android.vending:background/10238 ImpBg #1037335} whose proc state 6 is better than process ProcessState{c899811 com.android.vending/10238 pkg=com.android.vending} proc state 15 (6 skipped)
09-18 16:58:21.287  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 16:58:21.346  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 16:58:21.355  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 16:58:21.412   615   615 D io_stats: !@ Write_top(KB): f2fs_ckpt-254:6:/(818) 1388 aoapp.musically:top(23882) 672 kworker/u32:2:/(29759) 160
09-18 16:58:22.259  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:22.277  1810  2840 I ActivityManager: Background started FGS: Allowed [callingPackage: com.whatsapp.w4b; callingUid: 10328; uidState: SVC ; uidBFSL: n/a; intent: Intent { xflg=0x4 cmp=com.whatsapp.w4b/com.whatsapp.messaging.service.GcmFGService }; code:PUSH_MESSAGING; tempAllowListReason:<b93cdb9 com.google.android.c2dm.intent.RECEIVE/u0,reasonCode:PUSH_MESSAGING,duration:20000,callingUid:10239>; allowWiu:-1; targetSdkVersion:36; callerTargetSdkVersion:36; startForegroundCount:0; bindFromPackage:null: isBindService:false]
09-18 16:58:22.289  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:22.291  1810  1841 W ActivityManager: Foreground service started from background can not have location/camera/microphone access: service com.whatsapp.w4b/com.whatsapp.messaging.service.GcmFGService
09-18 16:58:22.291  1810  1841 I ActivityManager: Background started FGS: Allowed [callingPackage: com.whatsapp.w4b; callingUid: 10328; uidState: FGS ; uidBFSL: [BFSL]; intent: Intent { cmp=com.whatsapp.w4b/com.whatsapp.messaging.service.GcmFGService }; code:PROC_STATE_FGS; tempAllowListReason:<b93cdb9 com.google.android.c2dm.intent.RECEIVE/u0,reasonCode:PUSH_MESSAGING,duration:20000,callingUid:10239>; allowWiu:-1; targetSdkVersion:36; callerTargetSdkVersion:36; startForegroundCount:0; bindFromPackage:null: isBindService:false]
09-18 16:58:22.292  1810  1841 W ForegroundServiceTypeLoggerModule: Foreground service start for UID: 10328 does not have any types
09-18 16:58:22.293  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:22.870  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:23.823  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:24.063  1810  3534 W ActivityManager: pid 1810 system sent binder code 37 with flags 1 and got error -32
09-18 16:58:24.411  1810  3566 D FreecessHandler: skipping freeze br.com.wanotifkeeper(10545) result : 2
09-18 16:58:25.157  1810  3712 D ActivityManager: Stop FGS timeout: ServiceRecord{b147af1 u0 com.whatsapp.w4b/com.whatsapp.messaging.service.GcmFGService c:com.whatsapp.w4b}
09-18 16:58:25.158  1810  3712 W ForegroundServiceTypeLoggerModule: FGS stop call for: 10328 has no types!
09-18 16:58:25.162  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:25.164  1810  1810 D NotificationService: removeFlagFromNotificationLocked pkg = com.whatsapp.w4b notificationId = 11, flag = 64
09-18 16:58:25.416   615   615 D io_stats: !@ Read_top(KB): om.whatsapp.w4b:high(2828) 13452 id.app.launcher:high(3093) 600 aoapp.musically:top(23882) 284
09-18 16:58:25.416   615   615 D io_stats: !@ Write_top(KB): id.app.launcher:high(3093) 5060 om.whatsapp.w4b:high(2828) 2848 aoapp.musically:top(23882) 1684
09-18 16:58:27.291  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 38
09-18 16:58:27.801  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 18
09-18 16:58:29.419   615   615 D io_stats: !@ Read_top(KB): aoapp.musically:top(23882) 440 gle.android.gms:high(6059) 380 kworker/u32:5:/(27950) 20
09-18 16:58:29.419   615   615 D io_stats: !@ Write_top(KB): kworker/u32:5:/(27950) 1196 aoapp.musically:top(23882) 788 system_server:high(1810) 28
09-18 16:58:30.425  1810  3566 D MARs:ActiveTrafficFilter: filter : br.com.wanotifkeeper(0)
09-18 16:58:30.425  1810  3566 D FreecessHandler: skipping freeze br.com.wanotifkeeper(10545) result : 8
09-18 16:58:32.200  1810  1841 W ProcessStats: Tracking association SourceState{3476c70 com.android.vending:background/10238 ImpBg #1037408} whose proc state 6 is better than process ProcessState{c899811 com.android.vending/10238 pkg=com.android.vending} proc state 15 (5 skipped)
09-18 16:58:32.232  1810  4600 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:1
09-18 16:58:32.232  1810  4600 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:32.234  1810  4600 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:4
09-18 16:58:32.234  1810  4600 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:32.324  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10327, drop=false
09-18 16:58:32.343  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:32.399  1810  2531 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:1
09-18 16:58:32.399  1810  2531 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:32.418  1810  1873 D BatteryExternalStatsWorker: update stats : remove-uid (1)
09-18 16:58:32.410  1810  1841 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:4
09-18 16:58:32.420  1810  1841 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:32.542  1810  1873 D BatteryExternalStatsWorker: Update CPU state
09-18 16:58:32.542  1810  1873 D BatteryExternalStatsWorker: mStats lock released
09-18 16:58:32.542  1810  1873 D BatteryExternalStatsWorker: done updateExternalStatsLocked
09-18 16:58:32.542  1810  1873 D BatteryExternalStatsWorker: update stats : remove-uid (1)
09-18 16:58:32.543  1810  1873 D BatteryExternalStatsWorker: Update CPU state
09-18 16:58:32.543  1810  1873 D BatteryExternalStatsWorker: mStats lock released
09-18 16:58:32.543  1810  1873 D BatteryExternalStatsWorker: done updateExternalStatsLocked
09-18 16:58:32.576  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:32.584  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:32.639  1810  1851 D SGM:GameManager: identifyForegroundApp. com.zhiliaoapp.musically, mCurrentUserId: 0, callerUserId: 0
09-18 16:58:32.639  1810  1851 D SGM:SemGameManager: isForegroundGame(), ret=false
09-18 16:58:32.643  1810  4629 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcastMultiplePermissions:1457 android.content.Context.sendBroadcastMultiplePermissions:2746 android.content.Context.sendBroadcastMultiplePermissions:2734 com.android.server.TelephonyRegistry.broadcastDataConnectionStateChanged:95 com.android.server.TelephonyRegistry.notifyDataConnectionForSubscriber:120 
09-18 16:58:32.664  1810  2154 W ActivityManager: pid 1810 system sent binder code 1 with flags 1 and got error -32
09-18 16:58:32.664  1810  2154 D ActivityManager: Too many transaction errors, throttling freezer binder callback.
09-18 16:58:32.718  1810  4631 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcastMultiplePermissions:1457 android.content.Context.sendBroadcastMultiplePermissions:2746 android.content.Context.sendBroadcastMultiplePermissions:2734 com.android.server.TelephonyRegistry.broadcastDataConnectionStateChanged:95 com.android.server.TelephonyRegistry.notifyDataConnectionForSubscriber:120 
09-18 16:58:33.222  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:33.235  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:33.239  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:33.400  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:33.823  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 18
09-18 16:58:33.937  6059 25874 E LoadedApk: Exception : java.lang.NullPointerException: Attempt to invoke virtual method 'boolean android.os.Looper.isPerfLogEnable()' on a null object reference
09-18 16:58:33.982  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:34.075  1810  4631 I BatteryService_BatteryPropertiesRegistrar: [getProperty]id:1
09-18 16:58:34.076  1810  4631 I BatteryService_BatteryPropertiesRegistrar: [getProperty]prop.long:-9223372036854775808 ,prop.string:null
09-18 16:58:36.448  1810  3566 D FreecessHandler: skipping freeze br.com.wanotifkeeper(10545) result : 2
09-18 16:58:37.425   615   615 D io_stats: !@ Write_top(KB): f2fs_ckpt-254:6:/(818) 1156 kworker/u32:0:/(23812) 432 system_server:high(1810) 200
09-18 16:58:37.471  1810  2327 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcastMultiplePermissions:1457 android.content.Context.sendBroadcastMultiplePermissions:2746 android.content.Context.sendBroadcastMultiplePermissions:2734 com.android.server.TelephonyRegistry.broadcastDataConnectionStateChanged:95 com.android.server.TelephonyRegistry.notifyDataConnectionForSubscriber:120 
09-18 16:58:37.611  1810  2845 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcastMultiplePermissions:1457 android.content.Context.sendBroadcastMultiplePermissions:2746 android.content.Context.sendBroadcastMultiplePermissions:2734 com.android.server.TelephonyRegistry.broadcastDataConnectionStateChanged:95 com.android.server.TelephonyRegistry.notifyDataConnectionForSubscriber:120 
09-18 16:58:38.873  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:38.874  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:38.874  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:38.875  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:38.876  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:38.891  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:39.104  1810  1852 E WindowManager: win=Window{3721b76 u0 com.zhiliaoapp.musically/com.ss.android.ugc.aweme.ecommerce.base.osp.page.OrderSubmitActivity EXITING} destroySurfaces: appStopped=false cleanupOnResume=false win.mWindowRemovalAllowed=true win.mRemoveOnExit=true win.mViewVisibility=0 caller=com.android.server.wm.WindowState.onExitAnimationDone:224 com.android.server.wm.WindowState.onAnimationFinished:174 com.android.server.wm.WindowContainer$$ExternalSyntheticLambda8.onAnimationFinished:3 com.android.server.wm.SurfaceAnimator$$ExternalSyntheticLambda0.onAnimationFinished:69 com.android.server.wm.LocalAnimationAdapter$$ExternalSyntheticLambda0.run:10 android.os.Handler.handleCallback:1070 android.os.Handler.dispatchMessage:125 
09-18 16:58:39.342  1810  1851 D SGM:GameManager: identifyForegroundApp. com.zhiliaoapp.musically, mCurrentUserId: 0, callerUserId: 0
09-18 16:58:39.342  1810  1851 D SGM:SemGameManager: isForegroundGame(), ret=false
09-18 16:58:39.461  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:39.461  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:39.461  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:39.461  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 16:58:39.840  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 18
09-18 16:58:40.188  1810  1850 W NotifHistoryProto: notification package name (com.openai.chatgpt) not found in string cache
09-18 16:58:40.189  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.189  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.189  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.189  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.189  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.189  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.189  1810  1850 W NotifHistoryProto: notification package name (com.discord) not found in string cache
09-18 16:58:40.189  1810  1850 W NotifHistoryProto: notification package name (com.google.android.googlequicksearchbox) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (com.nu.production) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (android) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (com.mercadolibre) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.190  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.191  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.191  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.191  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.191  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.191  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
09-18 16:58:40.191  1810  1850 W NotifHistoryProto: notification package name (com.whatsapp.w4b) not found in string cache
